Product Name,Description,Price,Images
MAQUETTE BATEAU EN BOIS : HMS VICTORY - Billing boats,"Assemblez cette maquette en bois du ""HMS Victory"", de la marque Billing Boat. 
Le HMS Victory a été lancé en 1765 à Chatham Dockyard et a été mis en service en 1778. Il a continué en service actif pendant les 34 années suivantes, où il a vécu son moment le plus célèbre « la bataille de Trafalgar » en 1805. En 1812, le Victory a été retiré du service de première ligne et ancré dans le port de Portsmouth, sur la côte sud de l'Angleterre. Pendant les 110 années suivantes, le Victory est resté à ses amarres dans le port de Portsmouth, remplissant une combinaison de rôles pratiques et cérémoniels. 
En 1922, au milieu des craintes pour sa survie, le Victory a été déplacé dans le Royal Naval Dockyard de Portsmouth et placé dans la cale sèche n°2. Le Her Majesty's Ship Victory est le seul navire de guerre survivant qui représente les compétences des constructeurs de chantiers navals, les concepteurs de navires et la capacité industrielle de la Grande-Bretagne au milieu du XVIIIe siècle.
Échelle : 1/75.
Dimensions du voilier assemblé : 134 x 46 x 89 cm.

Référence Billing-439623
Marque Billing boats
Code Article ART0000199555
Age recommandé + de 15 ans
Echelle 1:75
Matière Maquettes en Bois
Dimension emballage 45 x 92 x 8 cm
Poids 5240 g
Sécurité Attention ! Ne peut être utilisé par des enfants de moins de 15 ans",565€99,431048/p1_FULL.jpg
MAQUETTE BATEAU EN BOIS : HMS FLY - Amati,"Assemblez cette sublime maquette de bateau en bois de la marque Amati reproduisant le HMS Fly.
Échelle : 1/64.
Longueur de la maquette assemblée : 81 cm.
Notice en Italien avec un plan détaillé et illustré

Référence Amati-B1300.03
Marque Amati
Code Article ART0000191802
Age recommandé + de 15 ans
Echelle 1:64
Matière Maquettes en Bois
Dimension article 81 cm
Dimension emballage 32 x 63 x 10 cm
Poids 4020 g
Sécurité Attention ! Ne peut être utilisé par des enfants de moins de 15 ans",317€99,"372588/p1_FULL.jpg, 372588/p2_FULL.jpg, 372588/p3_FULL.jpg, 372588/p4_FULL.jpg, 372588/p5_FULL.jpg, 372588/p6_FULL.jpg, 372588/p7_FULL.jpg, 372588/p8_FULL.jpg, 372588/p9_FULL.jpg, 372588/p10_FULL.jpg"
MAQUETTE EN BOIS - GOÉLETTE LA RECOUVRANCE - Soclaine,"Série Patrimoine - Goélette La Recouvrance est un magnifique aviso-goélette construit d'après les plans de l'Iris (1817) de l'architecte naval Hubert. L'iris est affecté contre la traite des noirs au sénégal, puis croise au large des Antilles et du Brésil. Il est formidablement armé à Rochefort en 1829 et termine sa carrière à Toulon en 1844 Dimensions : 80 x 27 x 58 cm. Echelle : 1/50ème.

Référence Soclaine-GR1600
Marque Soclaine
Code Article ART0000018280
Age recommandé + de 15 ans
Matière Maquettes en Bois
Dimension emballage 33 x 65 x 8 cm
Poids 1301 g
Sécurité Attention ! Ne peut être utilisé par des enfants de moins de 15 ans",143€99,68593/p1_FULL.jpg
MAQUETTE DE BATEAU EN BOIS : JABEQUE - OCCRE,"Maquette de bateau en bois à assembler à l'échelle 1/60. Ces bateaux pittoresques et beaux ressemblaient à des galères mais ils étaient beaucoup plus faciles à manœuvrer, une caractéristique très appréciée dans les rencontres navales de cette époque. Ils ont accompli un grand nombre de prouesses audacieuses. Les jabeques ont joué un rôle décisif d'auxiliaires des flottes dans des missions d'exploration, de découverte, d'alerte et de courrier; spécifiquement dans le débarquement à Alger et dans le deuxième site de Gibraltar. Kit à assembler complet des matériaux de la maquette (pas d'outillage, de colle, de peinture ou vernis). Dimensions de la maquette : 86 x 16 x 63 cm.

Référence Occre-14002
Marque OCCRE
Code Article ART0000192872
Age recommandé + de 15 ans
Provenance Espagne
Echelle 1:60
Matière Maquettes en Bois
Dimension article 86 x 16 cm
Dimension emballage 42 x 63 x 10 cm
Poids 2020 g
Sécurité Attention ! Ne peut être utilisé par des enfants de moins de 15 ans",187€99,"386796/p1_FULL.jpg, 386796/p2_FULL.jpg, 386796/p3_FULL.jpg, 386796/p4_FULL.jpg, 386796/p5_FULL.jpg, 386796/p6_FULL.jpg"
MAQUETTE BATEAU EN BOIS : LE BAYARD - Billing boats,"Maquette de bateau en bois ""Le Bayard"" de chez Billing Boat. 
Bateau de pêche de Fécamp sur la côte nord de la Normandie. Construit vers 1850, à cette époque, ces bateaux étaient utilisés pour la pêche au large de Terre-Neuve. Les coques étaient en bois brut non verni et les voiles étaient de couleur rouge-brun. En 1878, ces bateaux ont été remplacés par des bateaux plus légers.
Échelle : 1/30.
Dimensions du navire assemblé : 53 x 10 x 38 cm. 

Référence Billing-428838
Marque Billing boats
Code Article ART0000199544
Age recommandé + de 15 ans
Echelle 1:30
Matière Maquettes en Bois
Dimension emballage 25 x 38 x 5 cm
Poids 591 g
Sécurité Attention ! Ne peut être utilisé par des enfants de moins de 15 ans",63€99,431015/p1_FULL.jpg
MAQUETTE EN BOIS - ALLEGE D'ARLES ST GILLES - Soclaine,"Série Patrimoine - Allege d'Arles St Gilles Les lieux de construction des Allèges se situent sur le Rhone ou à promixité : Condrieu, Beaucaire, Arles et Martigues. Son faible tirant d'eau et sa grande résistance lui permirent de prendre une part très importante dans le développement de cette région. On dénombre plus de 125 bâtiments lors de son apogée en 1845. L'apparition du Chemin de Fer provoqua la disparition des Allèges à la fin du 19ème siècle, dernier témoignage des techniques acquises au cours des siècles dans la maîtrise du transport fluvial. Dimensions 69 x 18 x 69 cm. Echelle : 1/50ème.

Référence Soclaine-SA1015
Marque Soclaine
Code Article ART0000018249
Age recommandé + de 13 ans
Matière Maquettes en Bois
Dimension emballage 31 x 74 x 5 cm
Poids 1301 g
Sécurité Attention ! Ne peut être utilisé par des enfants de moins de 13 ans",80€99,68591/p1_FULL.jpg
MAQUETTE BATEAU EN BOIS : CÔTRE ARMÉ 1815 FAUCON - Soclaine,"Découvrez le navire Côtre armé 1815 Faucon de chez Soclaine. 
Le cotre est un navire d'origine anglaise où il est appelé ""CUTTER"". Les cotres furent employés au cabotage, au pilotage, par les corsaires et surtout les contrebandiers, les fameux ""smuglers"" au 19ème siècle. Malgré tout apprécié par les marins français, principalement en manche, ce petit bâtiment demandait nettement moins d'équipage qu'un lougre. Si quelques-uns firent de grands voyages, leur affectation était principalement de défendre les liaisons entre les différents ports. Le FAUCON armé de 14 bouches à feu est le type de cotre de guerre de 1800 à 1815.
Échelle : 1/50. 
Hauteur : 55 cm
Largeur : 14 cm
Longueur : 62 cm

Référence Soclaine-FC1060
Marque Soclaine
Code Article ART0000199444
Age recommandé + de 15 ans
Echelle 1:50
Matière Maquettes en Bois
Dimension article 62 x 14 x 55 cm
Dimension emballage 34 x 49 x 6 cm
Poids 1013 g
Sécurité Attention ! Ne peut être utilisé par des enfants de moins de 15 ans",116€99,"429548/p1_FULL.jpg, 429548/p2_FULL.jpg, 429548/p3_FULL.jpg, 429548/p4_FULL.jpg, 429548/p5_FULL.jpg"
MAQUETTE BATEAU EN BOIS : BLUENOSE - Billing boats,"Découvrez la maquette en bois à construire du bateau ""Bluenose"" !
La goélette Bluenose a une place toute particulière dans l'histoire de la navigation et de la plaisance. Construit pour pêcher au large des côtes de Terre-Neuve, le navire s'est rapidement avéré être un voilier si rapide qu'il a remporté toutes les grandes régates classiques le long de la côte Est des États-Unis. Il a été construit en Nouvelle-Écosse en 1921 et a fait naufrage près d'Haïti en 1946. Une copie conforme ""Bluneose II"" a été lancée en 1964.
Échelle : 1/65.
Dimensions du modèle construit : 76 x 14 x 67 cm. 

Référence Billing-428343
Marque Billing boats
Code Article ART0000199551
Age recommandé + de 15 ans
Echelle 1:65
Matière Maquettes en Bois
Dimension emballage 32 x 77 x 7 cm
Poids 1602 g
Sécurité Attention ! Ne peut être utilisé par des enfants de moins de 15 ans",179€99,431036/p1_FULL.jpg
MAQUETTE BATEAU EN BOIS : SWIFT - Artesania,"Maquette en bois - Swift. Le Swift était au début du XIXème siècle un Pilot Boat de l'Etat américain de Virginie. Grâce à leurs qualités techniques, les principales puissances maritimes de l'époque agrandirent ces bateaux pour donner naissance aux fameux Baltimore Clippers. Largeur : 11.00 cm Longueur : 54.00 cm

Référence Artesania-22110
Marque Artesania
Code Article ART0000064441
Age recommandé + de 15 ans
Echelle 1:50
Matière Maquettes en Bois
Dimension emballage 43 x 34 x 6 cm
Poids 1405 g
Sécurité Attention ! Ne peut être utilisé par des enfants de moins de 15 ans",73€22,50265/p1.jpg
MAQUETTE EN BOIS - CORSAIRE FRANÇAIS LE TONNANT - Soclaine,"Série Patrimoine - Corsaire Français "" Le Tonnant "" 1793 René Dutray-Trouin, Robert Surcouf, Claude Forbin, Jean Bart... autant de noms célèbres s'étant illustrés dans des combats mémorables ! L'équipage aux bandeaux rouges, le pistolet à la ceinture, les pieds nus, les culottes déchirées sur des cuisses musclées, yeux de braise, le couteau entre les dents, le grappin à la main "" A l'abordage !!"" Le Tonnant est un corsaire typique de la période révolutionnaire. Un modèle chargé d'évocations historiques sanglantes... - Construction tout bois, bordé sur couples découpés au jet d'eau ( précision 1/10 mm ) avec baguettes de section et d'essences d'arbres différentes adaptées au modèle du bateau. - Accastillage complet ( 200 pièces ): métal de fonderie et bois teinté, fil de lin, voiles en coton sérigraphiées. - Plans très détaillés à l'échelle avec nombreux croquis de montage aux différents stades d'avancement. - Notice historique de présentation - Dimensions : 85 x 27 x 59 cm - Echelle : 1/50ème

Référence Soclaine-LT1200
Marque Soclaine
Code Article ART0000018290
Age recommandé + de 13 ans
Matière Maquettes en Bois
Dimension emballage 31 x 74 x 8 cm
Poids 1301 g
Sécurité Attention ! Ne peut être utilisé par des enfants de moins de 13 ans",150€99,68594/p1_FULL.jpg
MAQUETTE BATEAU EN BOIS : BLUENOSE II - Billing boats,"Hissez les voiles de l'emblématique Bluenose II, avec cette maquette Billing Boat.
La goélette Bluenose a une place toute particulière dans l'histoire de la navigation et de la plaisance. Construit pour pêcher au large des côtes de Terre-Neuve, le navire s'est rapidement avéré être un voilier si rapide qu'il a remporté toutes les grandes régates classiques le long de la côte Est des États-Unis. Il a été construit en Nouvelle-Écosse en 1921 et a fait naufrage près d'Haïti en 1946. Une copie conforme - Bluneose II - a été lancée en 1964.
Échelle : 1/100.
Dimensions : 52 x 9 x 43 cm.

Référence Billing-428350
Marque Billing boats
Code Article ART0000199539
Age recommandé + de 15 ans
Echelle 1:100
Matière Maquettes en Bois
Dimension emballage 28 x 58 x 7 cm
Poids 980 g
Sécurité Attention ! Ne peut être utilisé par des enfants de moins de 15 ans",99€99,431000/p1_FULL.jpg
MAQUETTE EN BOIS - HARENGUIER DE FÉCAMP MARIE ADÉLAÏDE - Soclaine,"Série Patrimoine - ""Harenguier de Fecamp "" 1877 Maquette d'un bâtiment du XIXème siècle, copie fidèle de ceux ayant réellement existé. Très particulier avec son chevalet sur l'arrière qui était destiné, une fois sur les lieux de pêche, à recevoir les mâts, abattus par glissade dans les couloirs pratiqués à cet effet. Dimensions 85 x 13 x 56 cm. Echelle : 1/50ème.

Référence Soclaine-HF1400
Marque Soclaine
Code Article ART0000018271
Age recommandé + de 13 ans
Matière Maquettes en Bois
Dimension emballage 31 x 74 x 8 cm
Poids 1301 g
Sécurité Attention ! Ne peut être utilisé par des enfants de moins de 13 ans",94€99,68592/p1_FULL.jpg
MAQUETTE BATEAU EN BOIS : GALÈRE GRECQUE - Amati,"Assemblez cette sublime maquette de bateau en bois d'une galère grecque de la marque Amati à l'échelle 1:65.
La Guerre d'Indépendance Grecque (1821-1827) est connue surtout pour la bataille navale de Navarin. Elle fut caractérisée par de nombreux affrontements entre les corsaires grecs et les navires turco-égyptiens.
Agiles et au faible tirant d'eau, les galiottes pouvaient facilement s'abriter dans les petits golfes des îles de la Mer Egée, avant de fondre sur les navires turcs en quelques rapides coups de rames.
Notice en français incluse

Référence Amati-B1419
Marque Amati
Code Article ART0000190906
Age recommandé + de 15 ans
Echelle 1:65
Matière Maquettes en Bois
Dimension emballage 26 x 49 x 7 cm
Poids 1200 g
Sécurité Attention ! Ne peut être utilisé par des enfants de moins de 15 ans",122€99,"359441/p1_FULL.jpg, 359441/p2_FULL.jpg, 359441/p3_FULL.jpg, 359441/p4_FULL.jpg, 359441/p5_FULL.jpg, 359441/p6_FULL.jpg, 359441/p7_FULL.jpg, 359441/p8_FULL.jpg"
MAQUETTE BATEAU EN BOIS : HMS BEAGLE - Constructo,"Maquette en bois et métal à monter du HMS Beagle.
Ce kit contient toutes les pièces nécessaires à son assemblage : Structure en différents bois nobles, ainsi que des pièces préfabriquées en métal et bois. Un manuel d'instructions détaillé, avec des photos étape par étape de l'ensemble du processus d'assemblage. Plans avec toutes les vues et détails nécessaires à sa construction
Échelle : 1/55.
Dimensions de la maquette assemblée :
Longueur : 85 cm
Largeur : 27 cm
Hauteur : 60 cm

Référence Constructo-80846
Marque Constructo
Code Article ART0000192790
Age recommandé + de 15 ans
Provenance Espagne
Echelle 1:55
Matière Maquettes en Bois
Dimension article 85 x 27 x 60 cm
Dimension emballage 64 x 43 x 9 cm
Poids 3321 g
Sécurité Attention ! Ne peut être utilisé par des enfants de moins de 15 ans",214€99,386142/p1_FULL.jpg
MAQUETTE BATEAU EN BOIS : HENRIETTE MARIE - Billing boats,"Vous allez vous amuser à concevoir le navire ""Henriette Marie"", en compagnie de cette maquette Billing Boat. 
Henriette-Marie est le premier cotre pilote connu du Havre. Construit en 1847, il fut piloté jusqu'en 1890. L'Henriette-Marie était un bateau rapide et très maniable, son équipage était composé de 2 hommes et d'un matelot. Les cotres pilotes étaient surnommés les Hirondelles de la Manche en raison de leur vivacité et de leurs coques noires aux drapeaux blancs.
Échelle : 1/50.
Dimensions de la maquette assemblée : 44 x 10 x 42 cm. 

Référence Billing-428837
Marque Billing boats
Code Article ART0000199547
Age recommandé + de 15 ans
Echelle 1:50
Matière Maquettes en Bois
Dimension emballage 25 x 39 x 5 cm
Poids 617 g
Sécurité Attention ! Ne peut être utilisé par des enfants de moins de 15 ans",68€99,431024/p1_FULL.jpg
MAQUETTE BATEAU EN BOIS : GOÉLETTE AMÉRICAINE HARVEY - Artesania,"Construisez dès maintenant la maquette de bateau en bois à l'échelle 1/60 de la Goélette Américaine Harvey, de la marque Artesania.
Cette réplique miniature fidèle est destinée aux amateurs ayant un niveau initié de compétences pour construire ce modèle réduit historique.
Le modéliste pourra trouver dans cette nouvelle édition limitée, des pièces de haute qualité telles que du contreplaqué de tilleul découpé au laser avec précision, une feuille de photodécoupe en laiton et diecast avec des pièces décoratives, des voiles avec du tissu en coton - prêt à être placé-, des fils de coton et, en tant que cadeau pour que le modèle soit parfaitement exposé, une base d'exposition en bois avec une plaque en métal nominative préparée pour allumer LED (à vendre séparément). Avec des détails fins sur le pont et 8 canons.
Le modèle assemblé du Harvey (22416) mesure 680 mm de long, 490 mm de haut et 250 mm de large.
Histoire : Les goélettes sont un type de voilier défini par leur gréement. A une carène rapide s'ajoute une voile également rapide et avec une bonne aptitude à naviguer au près. Ils étaient populaires à de nombreuses fins, telles que le transport de marchandises ou la pêche, en plus d'être largement utilisés par les corsaires. Le Harvey est une nouvelle édition de cette goélette américaine classique du XIXe siècle.
C'est une réminiscence des lignes des anciennes goélettes côtières des années 1860 aux États-Unis qui ne peuvent pas manquer dans votre collection de modélisme naval.
Note : Les instructions sont au format DVD pour ordinateur (Windows et Mac). Aucune instruction imprimée n'est incluse.

Référence Artesania-22416
Marque Artesania
Code Article ART0000207576
Age recommandé + de 15 ans
Echelle 1:60
Matière Maquettes en Bois
Dimension article 68 x 25 x 49 cm
Dimension emballage 30 x 52 x 5 cm
Poids 1331 g
Sécurité Attention ! Ne peut être utilisé par des enfants de moins de 15 ans",124€99,"462092/p1_FULL.jpg, 462092/p2_FULL.jpg, 462092/p3_FULL.jpg, 462092/p4_FULL.jpg, 462092/p5_FULL.jpg, 462092/p6_FULL.jpg, 462092/p7_FULL.jpg, 462092/p8_FULL.jpg, 462092/p9_FULL.jpg, 462092/p10_FULL.jpg, 462092/p11_FULL.jpg, 462092/p12_FULL.jpg, 462092/p13_FULL.jpg, 462092/p14_FULL.jpg, 462092/p15_FULL.jpg, 462092/p16_FULL.jpg"
MAQUETTE DE BATEAU EN BOIS : GORCH FOCK - OCCRE,"Maquette de bateau en bois à assembler à l'échelle 1/95. Actuellement, le Gorch Fock est le navire- école où les nouveaux cadets de la marine allemande reçoivent une formation. Il a été construit sur les chantiers navals Blohm et Voss à Hambourg en utilisant les plans du modèle précédent de 1933. Il a été lancé le 23 août 1958 et son port d'attache est dans la ville de Kiel. Il participe régulièrement à celles organisées par la Sail Training Association. Kit à assembler complet des matériaux de la maquette (pas d'outillage, de colle, de peinture ou vernis) Dimensions de la maquette : 56,6 x 25,9 x 95 cm.

Référence Occre-15003
Marque OCCRE
Code Article ART0000192877
Age recommandé + de 15 ans
Provenance Espagne
Echelle 1:94
Matière Maquettes en Bois
Dimension article 95 x 25 cm
Dimension emballage 42 x 63 x 11 cm
Poids 3610 g
Sécurité Attention ! Ne peut être utilisé par des enfants de moins de 15 ans",352€99,"386811/p1_FULL.jpg, 386811/p2_FULL.jpg, 386811/p3_FULL.jpg, 386811/p4_FULL.jpg, 386811/p5_FULL.jpg, 386811/p6_FULL.jpg, 386811/p7_FULL.jpg, 386811/p8_FULL.jpg"
MAQUETTE BATEAU : BLACK PEARL - Revell,"Une maquette en plastique à assembler à l'effigie du bateau star de la saga Pirates des Caraïbes, propriété du célèbre Capitaine Jack Sparrow ! Nombre de pièces : 112. Niveau de difficulté : 2/5. Système Easy-click : les pièces se clipsent sans l'aide de colle. Dimensions de la maquette assemblée : L26 x H23.5 cm. Peintures Revell recommandées : 36184 / 36194 / 36302 / 36310 / 36371.

Référence Revell-05499
Marque Revell
Code Article ART0000162503
Personnage Pirates des Caraïbes
Age recommandé + de 10 ans
Echelle 1:150
Matière Plastique
Dimension article 26 x 23,50 cm
Dimension emballage 26 x 38 x 7 cm
Poids 410 g
Sécurité Attention ! Ne peut être utilisé par des enfants de moins de 10 ans",26€69,"150144/p1_FULL.jpg, 150144/p2_FULL.jpg, 150144/p3_FULL.jpg, 150144/p4_FULL.jpg, 150144/p5_FULL.jpg, 150144/p6_FULL.jpg, 150144/p7_FULL.jpg"
MAQUETTE BATEAU : H.M.S. VICTORY - Revell,"Le HMS Victory est un trois-mâts à trois ponts, possédant 104 canons, navire de ligne de 1er rang, construit entre 1759 et 1765. Cette maquette est à peindre et à monter. La colle et les peintures ne sont pas fournies. Nous vous recommandons les peintures suivantes : 4 16 85 87 90 93 94 302 310 330 350. Largeur : 33.00 cm. Longueur : 40.00 cm. Nombre de pièces : 261.

Référence Revell-05408
Marque Revell
Code Article ART0000044038
Age recommandé + de 15 ans
Echelle 1:125
Matière Plastique
Dimension emballage 39 x 25 x 7 cm
Poids 466 g
Sécurité Attention ! Ne peut être utilisé par des enfants de moins de 15 ans",26€69,46119/p1_FULL.jpg
MAQUETTE DE BATEAU EN BOIS : N.S. MERCEDES - OCCRE,"Maquette de bateau en bois à assembler à l'échelle 1/85. La frégate Nuestra Señora de las Mercedes a été construite à La Havane en 1788, propriété de l' Armada royale espagnole et équipée de 34 canons. Ayant quitté Montevideo le 9 août 1804, il était chargé d'or, d'argent, de cuivre, d'étain, de laine de vigogne, de quinquina et de cannelle. Le 5 octobre 1804, la bataille de Cabo de Santa Maria a lieu , où un projectile de la flotte anglaise a frappé la Santa Bárbara de la Mercedes, provoquant son naufrage tragique et rapide. La société Odyssey , à l'aide d'un sonar moderne et sensible, a découvert en mai 2007 dans la région du golfe de Cadix, l' épave de la frégate. À l'aide d'un robot sous-marin contrôlé depuis la surface et opérant à 1 100 mètres de profondeur, ils récupèrent le trésor englouti de La Mercedes . Les 500 000 pièces d'argent et d'or, (8 reales et escudos frappés à Lima, Pérou en 1803). C'est le plus grand trésor englouti qui a été récupéré à ce jour. Actuellement, le musée archéologique national de Carthagène expose une partie du patrimoine récupéré de la frégate. Kit à assembler complet des matériaux de la maquette (pas d'outillage, de colle, de peinture ou vernis). Dimensions de la maquette : 64 x 36,5 x 84,5 cm.

Référence Occre-14007
Marque OCCRE
Code Article ART0000192875
Age recommandé + de 15 ans
Provenance Espagne
Echelle 1:85
Matière Maquettes en Bois
Dimension article 84,50 x 36 cm
Dimension emballage 42 x 63 x 10 cm
Poids 2930 g
Sécurité Attention ! Ne peut être utilisé par des enfants de moins de 15 ans",281€99,"386805/p1_FULL.jpg, 386805/p2_FULL.jpg, 386805/p3_FULL.jpg, 386805/p4_FULL.jpg, 386805/p5_FULL.jpg, 386805/p6_FULL.jpg, 386805/p7_FULL.jpg"
MAQUETTE BATEAU : GOLDEN HIND - OCCRE,"Maquette du Golden Hind, majestueux galion anglais.
Son histoire : Cinq galions partirent le 13 décembre 1577 du port de Plymouth en Angleterre sous la direction de Francis Drake à bord du galion The Pelican. Lorsque l'expédition franchit le détroit de Magellan, The Pelican fut rebaptisé sous le nom de Golden Hind par Drake en l'honneur d'un des commandants du voyage, Sir Christopher Hatton, dont le blason comprenait une biche dorée. Le Golden Hind est célèbre parce qu'il a effectué la circumnavigation de la Terre dans les années 1577-1580. Après avoir parcouru 40 000 milles, Drake retourna en Angleterre en 1580 avec un butin fait de trésors et de terres conquises. En 1581, la reine Isabelle Ière lui conféra le titre de chevalier sur le pont du Golden Hind.
Spectaculaire reproduction du galion usé par le fameux sir Francis Drake.
Le montage de la maquette nécessite une cloueuse.
Dimensions :
Longueur : 64.3 cm
Largeur : 23 cm
Hauteur : 45 cm
Échelle : 1:85

Référence Occre-12003
Marque OCCRE
Code Article ART0000187595
Age recommandé + de 15 ans
Echelle 1:85
Matière Maquettes en Bois
Dimension emballage 24 x 46 x 7 cm
Poids 1490 g
Sécurité Attention ! Ne peut être utilisé par des enfants de moins de 15 ans",120€99,"327281/p1_FULL.jpg, 327281/p2_FULL.jpg, 327281/p3_FULL.jpg, 327281/p4_FULL.jpg"
MAQUETTE DE BATEAU EN BOIS : SAN ILDEFONSO - OCCRE,"Maquette de bateau en bois à assembler à l'échelle 1/70 : San Ildefonso.
Plongez-vous dans l'univers du modélisme naval et revivez l'époque de ces merveilleux bateaux grâce à cette maquette en kit.
La construction du navire San Ildefonso commença en 1784 à Carthagène selon les plans et sous la direction de José Romero de Landa, qui reçut l'ordre de construire un nouveau bâtiment de 74 canons devant servir de prototype aux futurs navires dont avait besoin la marine royale espagnole.
Après les rapports favorables des essais comparatifs, le San Ildefonso devint le prototype de sept autres navires qui furent construits pendant les années dites « lldefonsinos "". Après de nombreuses interventions aussi bien au sein de l'escadre de la Méditerranée que de celle de l'océan, il participa aux batailles du Cap Saint-Vincent en 1797 et de Trafalgar en 1805.
Lors de cette dernière bataille, le navire combattit sous les ordres de Don José Vargas et fit partie de l'escadre d'observation de la flotte combinée étant donné qu'il constituait une pièce maîtresse de la flotte. La bataille provoqua 34 victimes mortelles et 148 blessés parmi l'équipage.
Vous verrez que vous arriverez petit à petit à reproduire une maquette fidèle à l'original et avec tous les détails navals du bateau.
Kit à assembler complet des matériaux de la maquette (pas d'outillage, de colle, de peinture ou vernis).
Dimensions de la maquette : 125 x 47 x 89.5 cm.

Référence Occre-15004
Marque OCCRE
Code Article ART0000195859
Age recommandé + de 15 ans
Provenance Espagne
Echelle 1:70
Matière Maquettes en Bois
Dimension article 125 x 47 x 89,50 cm
Dimension emballage 62 x 42 x 8 cm
Poids 6437 g
Sécurité Attention ! Ne peut être utilisé par des enfants de moins de 15 ans",497€99,"404537/p1_FULL.jpg, 404537/p2_FULL.jpg, 404537/p3_FULL.jpg, 404537/p4_FULL.jpg, 404537/p5_FULL.jpg, 404537/p6_FULL.jpg"
MAQUETTE BATEAU : MODEL SET : VIKING SHIP - Revell,"Maquette de bateau en plastique à assembler de marque Revell.
Dès la fin du 8e siècle, les Vikings, originaires de Scandinavie, apparaissent en Grande-Bretagne et au Royaume-Uni. l'Europe continentale avec leurs drakkars pour des raids réguliers. Les cuirassés océaniques, d'une vingtaine de mètres de long, avaient une proue à l'avant et à l'arrière, ce qui leur permettait d'être afin qu'ils puissent entrer ou sortir dans les deux sens. Grâce à un faible tirant d'eau d'un peu moins de 1,50 mètres mètres, les Vikings pouvaient également naviguer à la voile ou à la rame sur les rivières et ainsi effectuer des raids dans les régions intérieures. à l'intérieur des terres. Avec ces navires rapides et maniables de 20 noeuds, également connus sous le nom de dragons, les Vikings ont pénétré dans le pays. Les Vikings ont pénétré jusqu'en Islande, au Groenland et même en Amérique du Nord, comme le prouvent les découvertes de colonies. Le règlement trouve prouve.
Caractéristiques du kit :
- Grandes pièces de pont avec détails gravés
- Tête de dragon typique
- 64 boucliers séparés et individuels
- Mât, vergue et ficelle pour un gréement authentique
- Base en deux parties
- Calque complet pour tous les boucliers et la voile
Contenu : Modèle en plastique en kit 131 pièces (non monté), Instructions de construction illustrées et multilingues, Décalcomanies, Peintures de base, Pinceau, Colle.
Largeur : 23.70 cm.
Longueur : 38.50 cm.

Référence Revell-65403
Marque Revell
Code Article ART0000197224
Age recommandé + de 10 ans
Echelle 1:50
Matière Plastique
Dimension article 38,50 cm
Dimension emballage 37 x 39 x 6 cm
Poids 571 g
Sécurité Attention ! Ne peut être utilisé par des enfants de moins de 10 ans",31€59,"414374/p1_FULL.jpg, 414374/p2_FULL.jpg, 414374/p3_FULL.jpg"
MAQUETTE DE BATEAU EN BOIS : DORADE - Amati,"Découvrez cette superbe maquette de bateau en bois de la marque Amati et reconstituez la réplique du Dorade à l'échelle 1:20.
Le Dorade, considéré comme le premier yacht moderne, fut pensé par Olin Stephens, l'un des plus célèbres concepteurs de bateaux du XXe siècle. Apparemment mince et fragile, le Dorade fut défini par le Times “le plus prodigieux petit yacht de compétition océanique jamais construit”.
Echelle 1:20
Dimensions : Longueur 85.6cm x Hauteur 103cm.
Convient pour être radio-commandé. 
Livré avec une notice d'instructions. Le kit ne contient pas de colle, ni vernis ni outils.

Référence Amati-B1605
Marque Amati
Code Article ART0000203564
Age recommandé + de 15 ans
Echelle 1:20
Matière Maquettes en Bois
Dimension emballage 88 x 33 x 18 cm
Poids 3580 g
Sécurité Attention ! Ne peut être utilisé par des enfants de moins de 15 ans",349€99,"447206/p1_FULL.jpg, 447206/p2_FULL.jpg, 447206/p3_FULL.jpg, 447206/p4_FULL.jpg, 447206/p5_FULL.jpg, 447206/p6_FULL.jpg, 447206/p7_FULL.jpg"
MAQUETTE BATEAU EN BOIS : FLYING DUTCHMAN - OCCRE,"Reconstruisez cette maquette de bateau en bois de la marque Occre, le légendaire Flying Dutchman !
Parfois appelé dans le passé ""le Voltigeur hollandais"", ce bateau est le plus célèbre des vaisseaux fantômes.
Caractéristiques:
- Modèle de haute qualité en bois certifié FSC ou PEFC.
- Coupe de haute précision
- Laiton photogravé
- Moulages très détaillé
- Voiles incluses.
Longueur de la maquette : 775 mm.
Largeur de la maquette : 300 mm.
Hauteur de la maquette : 645 mm.
Échelle : 1/50.
Notice en 5 langues (dont français).
En complément, retrouvez sur notre site la base spécifique ""fantomatique"" disponible sous la référence 19148 et le kit lumière sous la référence 55010.

Référence Occre-14010LP
Marque OCCRE
Code Article ART0000207327
Age recommandé + de 15 ans
Echelle 1:50
Matière Maquettes en Bois , Matières FSC/PEFC
Dimension article 77,50 x 30 x 64,50 cm
Dimension emballage 45 x 62 x 8 cm
Poids 1940 g
Sécurité Attention ! Ne peut être utilisé par des enfants de moins de 15 ans",328€99,"460908/p1_FULL.jpg, 460908/p2_FULL.jpg, 460908/p3_FULL.jpg, 460908/p4_FULL.jpg, 460908/p5_FULL.jpg, 460908/p6_FULL.jpg, 460908/p7_FULL.jpg, 460908/p8_FULL.jpg, 460908/p9_FULL.jpg"
