Product Name,Description,Price,Images
MAQUETTE BATEAU EN BOIS : BALEINIÈRE - Disarmodel,"Construisez cette élégante réplique d'un bateau de baleine en bois.
Bateau utilisé dans la pêche à la baleine, il a permis aux pêcheurs de les harponner. Ces petits bateaux avaient la même forme à l'avant et à l'arrière, pour faciliter son utilisation. 
Longueur du modèle assemblé : 31 cm.
Largeur du modèle assemblé : 3,5 cm.
Hauteur du modèle assemblé : 8 cm. 
Échelle : 1/40.

Référence Disar-20162
Marque Disarmodel
Code Article ART0000196940
Age recommandé + de 15 ans
Provenance Espagne
Echelle 1:40
Matière Maquettes en Bois
Dimension article 31 x 3,50 x 8 cm
Dimension emballage 31 x 39 x 8 cm
Poids 603 g
Sécurité Attention ! Ne peut être utilisé par des enfants de moins de 15 ans",53€30,"413102/p1_FULL.jpg, 413102/p2_FULL.jpg, 413102/p3_FULL.jpg, 413102/p4_FULL.jpg"
MAQUETTE BATEAU : LE BRIGANTIN CORSAIR - OCCRE,"Plongez-vous dans l'univers du modélisme naval. Partez à la conquête de ce merveilleux bateau grâce à cette maquette. Une fois en possession des corsaires, ce brick marchand fut transformé et armé de 16 canons et de 4 fauconneaux, ce qui leur permettait de commettre leurs forfaits avec davantage de garanties de succès. Le ""métier"" de corsaire était souvent exercé avec l'autorisation des États qui leur donnaient une lettre de marque à cette fin. Vous arriverez petit à petit à reproduire une maquette fidèle à l'original et avec tous les détails important du bateau. Laissez-vous envoûter par la création de cette merveilleuse maquette du brigantin Corsaire. Nous espérons que vous éprouverez un réel plaisir à pratiquer votre hobby de modélisme naval avec le Brigantin Corsair, une splendide maquette de bateau qui vous donnera de longs moments de loisir créatif. Niveau de difficulté : Moyenne. Échelle : 1/80.

Référence Occre-13600
Marque OCCRE
Code Article ART0000187356
Age recommandé + de 15 ans
Provenance Europe
Echelle 1:80
Matière Maquettes en Bois
Dimension article 66 x 26 x 58 cm
Dimension emballage 24 x 63 x 8 cm
Poids 1880 g
Sécurité Attention ! Ne peut être utilisé par des enfants de moins de 15 ans",169€99,"199121/p1_FULL.jpg, 199121/p2_FULL.jpg, 199121/p3_FULL.jpg, 199121/p4_FULL.jpg"
MAQUETTE BATEAU : VINTAGE CLASSICS : HMS VICTORY 1765 - Airfix,"Maquette de bateau en plastique à assembler modèle HMS Victory 1765.
Échelle : 1/180.
Nombre de pièces : 353.
Longueur de la maquette assemblée : 38.3 cm.
Note : Peintures et colle non fournies.

Référence Airfix-A09252V
Marque Airfix
Code Article ART0000190372
Collection Airfix - Vintage Classics
Age recommandé + de 15 ans
Echelle 1:180
Matière Plastique
Dimension article 38,30 cm
Dimension emballage 46 x 26 x 7 cm
Poids 720 g
Sécurité Attention ! Ne peut être utilisé par des enfants de moins de 15 ans",37€20,355619/p1_FULL.jpg
MAQUETTE BATEAU EN BOIS : FD 10 YAWL - Billing boats,"Maquette de bateau en bois FD 10 Yawlde la marque Billing Boats.
Un senneur danois typique, d'une jauge brute de 63,43 et construit en 1929/1930 au chantier naval de Nyborg au Danemark. Le navire a été vendu aux îles Féroé en 1930 sous le nom de « Sjostjornan » TG II. Après une période de 20 ans avec différents propriétaires et noms, le navire a été vendu à l'Islande en 1950 et s'appelait désormais ""Arnanes"".
Instructions de construction : Anglais, français, allemand, danois, néerlandais, espagnol, italien et portugais
Échelle : 1/50.
Dimensions de la maquette assemblée : 70 x 12 x 57 cm..

Référence Billing-428359
Marque Billing boats
Code Article ART0000206741
Age recommandé + de 15 ans
Echelle 1:50
Matière Maquettes en Bois
Dimension article 70 x 12 x 57 cm
Dimension emballage 29 x 59 x 6 cm
Poids 1137 g
Sécurité Attention ! Ne peut être utilisé par des enfants de moins de 15 ans",129€99,"458016/p1_FULL.jpg, 458016/p2_FULL.jpg"
MAQUETTE DE BATEAU EN BOIS : HMS REVENGE - OCCRE,"Maquette de bateau en bois à assembler à l'échelle 1/85. Le HMS Revenge était un galion anglais construit par Sir John Hawkins aux chantiers navals de Deptford en 1577. La conception avait quelques caractéristiques spéciales. Le rapport longueur-poutre était plus étroit, les châteaux avant et arrière plus petits que les galions typiques avec un franc-bord bas. Ces caractéristiques ont permis une meilleure stabilité de l'artillerie. Sous le commandement de Sir Francis Drake, il est intervenu dans plusieurs batailles. En tant que membre de l'expédition Frobisher de 1590 contre la flotte des Indes, il fut capturé comme butin de guerre. Une terrible tempête a coulé le Revenge sur son chemin vers l'Espagne. Kit à assembler complet des matériaux de la maquette (pas d'outillage, de colle, de peinture ou vernis). Dimensions de la maquette : 57 x 30 x 69,5 cm.

Référence Occre-13004
Marque OCCRE
Code Article ART0000192869
Age recommandé + de 15 ans
Provenance Espagne
Echelle 1:85
Matière Maquettes en Bois
Dimension article 69,50 x 30 cm
Dimension emballage 25 x 63 x 8 cm
Poids 2320 g
Sécurité Attention ! Ne peut être utilisé par des enfants de moins de 15 ans",169€99,"386787/p1_FULL.jpg, 386787/p2_FULL.jpg, 386787/p3_FULL.jpg, 386787/p4_FULL.jpg, 386787/p5_FULL.jpg"
MAQUETTE BATEAU EN BOIS : SECTION GALION SAN FRANCISCO - Artesania,"Longueur : 12 cm. largeur : 31.2 cm. Hauteur : 66.4 cm. Niveau de difficulté : 2. Apparus au milieu du 16e siècle, les galions étaient sans nul doute les navires les plus redoutables de l'Armada Espagnole. Le San Francisco joua pour beaucoup dans cette réputation.

Référence Artesania-20403
Marque Artesania
Code Article ART0000002100
Age recommandé + de 15 ans
Echelle 1:50
Matière Maquettes en Bois
Dimension emballage 26 x 43 x 4 cm
Poids 1500 g
Sécurité Attention ! Ne peut être utilisé par des enfants de moins de 15 ans",86€96,"106630/p1_FULL.jpg, 106630/p2_FULL.jpg, 106630/p3_FULL.jpg, 106630/p4_FULL.jpg"
MAQUETTE BATEAU EN BOIS : NINA - Mantua,"Maquette de bateau en bois de marque Mantua : La Nina.
La NINA, avec la PINTA et la SANTA-MARIA, faisait partie de l'expédition de Christophe Colomb à la découverte du Nouveau Monde en 1492.
La boîte contient toutes les pièces en bois découpées au laser, les accastillages en bois et en métal, avec un plan très détaillé.
Modèle statique
Niveau confirmé
Échelle : 1/50
Longueur : 400 mm.
Voiles non fournies. Vous pouvez les retrouver sous la référence : Mantua-S06834217.

Référence Mantua-S068756
Marque Mantua
Code Article ART0000199812
Age recommandé + de 15 ans
Echelle 1:50
Matière Maquettes en Bois
Dimension article 40 cm
Dimension emballage 20 x 51 x 8 cm
Poids 908 g
Sécurité Attention ! Ne peut être utilisé par des enfants de moins de 15 ans",139€99,432878/p1_FULL.jpg
MAQUETTE BATEAU EN BOIS : PINTA - Mantua,"Maquette de bateau en bois de marque Mantua : Pinta.
La PINTA faisait partie de l'expédition de Christophe Colomb à la découverte de l'Amérique en 1492. Elle était accompagnée par la NINA et la SANTA-MARIA.
La boîte contient toutes les pièces en bois découpées au laser, les accastillages en bois et en métal, avec un plan très détaillé.
Modèle statique
Niveau confirmé
Échelle : 1/50.
Longueur : 570 mm.
Voiles non fournies (en option).

Référence Mantua-S068755
Marque Mantua
Code Article ART0000199811
Age recommandé + de 15 ans
Echelle 1:50
Matière Maquettes en Bois
Dimension article 57 cm
Dimension emballage 49 x 19 x 5 cm
Poids 1146 g
Sécurité Attention ! Ne peut être utilisé par des enfants de moins de 15 ans",139€99,432875/p1_FULL.jpg
MAQUETTE BATEAU EN BOIS : LE RANGER - Corel,"Assemblez cette maquette en bois du Ranger, réplique d'un voilier américain de 1823 de type cotre (de l'anglais cutter), à l'échelle 1/50. 
Le RANGER étant l'un des vaisseaux américains typiques construits durant la première moitié du 19ème siècle, destiné principalement à la surveillance et à la fonction de garde-côtes. L'armement principal était constitué d'une grosse caronade posée au centre du pont et tournant sur une glissière circulaire qui lui permettait de faire feu rapidement, avec une seule arme, des deux côtés de la coque. Remarquons la ligne particulièrement élégante du RANGER, soulignée par la profondeur de la ligne de quille en poupe.Vu l'amplitude des devoirs auxquels ces navires étaient destinés, on ne connait pas d'épisode significatif concernant ce type de vaisseau.
Longueur de la maquette montée : 46.5 cm. 
Hauteur de la maquette montée : 39 cm.
Échelle : 1/50.

Référence Corel-SM55
Marque Corel
Code Article ART0000188460
Age recommandé + de 15 ans
Echelle 1:50
Matière Maquettes en Bois
Dimension article 46,50 cm
Dimension emballage 41 x 28 x 6 cm
Poids 920 g
Sécurité Attention ! Ne peut être utilisé par des enfants de moins de 15 ans",110€99,337418/p1_FULL.jpg
MAQUETTE BATEAU EN BOIS : LE BUCENTAURE - Disarmodel,"Construisez une réplique du Bucentaure, un navire de guerre français en service de 1803 à 1805 avec cette maquette en bois à l'échelle 1/30 ! Le Bucentaure est un vaisseau de 80 canons répartis sur deux ponts, commandé par Pierre Villeneuve. Il fut célèbre pour avoir été le vaisseau-amiral français lors de la bataille de Trafalgar. Longueur de la maquette : 480 mm. Hauteur de la maquette : 435 mm. Largeur de la maquette : 355 mm. Niveau de difficulté : Initié.

Référence Disar-20132
Marque Disarmodel
Code Article ART0000185060
Age recommandé + de 15 ans
Provenance Espagne
Echelle 1:30
Matière Maquettes en Bois
Dimension article 48 x 35,50 x 43,50 cm
Dimension emballage 30 x 58 x 7 cm
Poids 1560 g
Sécurité Attention ! Ne peut être utilisé par des enfants de moins de 15 ans",82€30,"182516/p1_FULL.jpg, 182516/p2_FULL.jpg"
MAQUETTE BATEAU EN BOIS : COLIN ARCHER - Billing boats,"Détendez-vous autour de cette maquette de bateau en bois ""Colin Archer"" Billing Boat.
Le RS 1 Colin Archer est un canot de sauvetage de la Norsk Selskab til Skibbrudnes Redning (RS) qui a été conçu et construit par l'architecte naval norvégien Colin Archer en 1893, comme le 1er de la série de 36 des canots de sauvetage uniquement avec des voiles comme moyen de propulsion.
Lors d'une tempête au large semblable à un ouragan qui a frappé le comté de Telemark et le comté d'Agder le 12 février 1892, plusieurs bateaux-pilotes de conception Colin Archer, avec des quilles de fer, ont sauvé de nombreux pêcheurs en détresse en mer. Il a alors été pensé que les pilotes formeraient désormais le service de sauvetage.
Échelle : 1/40.
Dimensions du navire assemblé : 48 x 13 x 50 cm. 

Référence Billing-428356
Marque Billing boats
Code Article ART0000199545
Age recommandé + de 15 ans
Echelle 1:40
Matière Maquettes en Bois
Dimension emballage 29 x 59 x 8 cm
Poids 1129 g
Sécurité Attention ! Ne peut être utilisé par des enfants de moins de 15 ans",114€99,431018/p1_FULL.jpg
MAQUETTE BATEAU : AMERIGO VESPUCCI - Heller,"Largeur : 39.50 cm Longueur : 70.00 cm Nombre de pièces : 409
Peintures Humbrol conseillée (non incluses) : 12 16 33 34 60 62 63 64 65 73 86 89 99 101 

Référence Heller-80807
Marque Heller
Code Article ART0000042929
Age recommandé + de 15 ans
Provenance France - Made in France
Echelle 1:150
Matière Plastique
Dimension emballage 59 x 67 x 11 cm
Poids 1240 g
Sécurité Attention ! Ne peut être utilisé par des enfants de moins de 15 ans",87€99,45919/p1.jpg
MAQUETTE BATEAU EN BOIS : BLACK PRINCE - Mamoli,"Black Prince, Bateau corsaire de 1775. Echelle : 1/57 Longueur : 52 cm Hauteur : 35 cm Pendant la guerre de révolution (1774-76), quelques vaisseaux furent commandés par des colonisateurs rebelles gouvernementaux pour dévaliser les commerces britanniques partout, et pour capturer, quand c'était possible, des navires britanniques. Au temps de la révolution, Benjamin Franklin était ambassadeur en France. Il obtint la permission d'acheter deux corsaires Français par l'intermédiaire d'un important armateur. Ces corsaire étaient les prédécesseurs des goélettes de Baltimore. Ils furent peints en noir afin de les rendre pratiquement invisibles dans la nuit. Ils furent baptisés Prince Noir et Princesse Noire. Leurs équipages étaient Portugais mais le capitaine était Américain. Ils dévalisaient les navires de commerce Anglais dans les eaux côtières anglaises et pendant plus d'un an, ils ont détruit le commerce britannique avec le monde entier.

Référence Mamoli-Z49MV46
Marque Mamoli
Code Article ART0000054031
Age recommandé + de 15 ans
Echelle 1:57
Matière Maquettes en Bois
Dimension emballage 25 x 44 x 6 cm
Poids 1301 g
Sécurité Attention ! Ne peut être utilisé par des enfants de moins de 15 ans",131€99,48130/p1.jpg
MAQUETTE BATEAU BOIS : PATIN DE LA MÉDITERRANÉE - Disarmodel,"Construisez cette maquette de bateau en bois du Patin de la Méditerranée.
Le patin de la Méditerranée est une classe de bateau monotype avec une voile de dériveur et peut accueillir un seul membre d'équipage. Caractérisé pour être un catamaran à une seule voile de type Marconi , il a comme particularité de ne pas posséder un gouvernail.
Longueur du bateau assemblé : 35 cm.
Largeur du bateau assemblé : 8,3 cm.
Hauteur du bateau assemblé : 49 cm.
Échelle : 1/30.

Référence Disar-20161
Marque Disarmodel
Code Article ART0000196939
Age recommandé + de 15 ans
Provenance Espagne
Echelle 1:30
Matière Maquettes en Bois
Dimension article 35 x 8,30 x 49 cm
Dimension emballage 31 x 39 x 7 cm
Poids 687 g
Sécurité Attention ! Ne peut être utilisé par des enfants de moins de 15 ans",51€99,"413099/p1_FULL.jpg, 413099/p2_FULL.jpg, 413099/p3_FULL.jpg, 413099/p4_FULL.jpg"
MAQUETTE BATEAU EN BOIS : GREEK BIREME - Dusek,"Découvrez sur notre site la Maquette Bateau en Bois : GREEK BIREME de la marque Dusek ! D'une finition de qualité et d'une matière noble qui est le bois, cette pièce s'ajoutera parfaitement à votre collection ! 
Le modèle représente une birème grecque du 6ème siècle avant J-C. L’équipage était composé de 50 rameurs assis sur deux rangées superposées (25 de chaque côté) et environ 10 soldats supplémentaires. Lors des combats, les rameurs abandonnaient les rames et participaient aux combats avec des boucliers et des épées. Un éperon situé sur la proue du bateau servait à couler les bateaux ennemis en transperçant leurs flancs. Le bateau disposait de deux avirons-gouvernail situés sur la poupe du bateau. La traction principale se faisait à l’aide de rames, la voile étant utilisée seulement lors des longues navigations. Pendant les combats, la voile et le mât se penchaient vers la poupe et le bateau se déplaçait exclusivement à l’aide des rames. La boîte de la maquette contient toutes les pièces en bois découpées au laser, les accastillages en bois, métal et plastique (suivant modèle), le tissus pour les voiles, les plans et la notice de construction.
Echelle 1/72
A partir de 15 ans 

Référence Dusek-S050D001
Marque Dusek
Code Article ART0000206172
Age recommandé + de 15 ans
Echelle 1:72
Matière Maquettes en Bois
Dimension emballage 22 x 53 x 4 cm
Poids 464 g
Sécurité Attention ! Ne peut être utilisé par des enfants de moins de 15 ans",71€99,"455864/p1_FULL.jpg, 455864/p2_FULL.jpg, 455864/p3_FULL.jpg, 455864/p4_FULL.jpg, 455864/p5_FULL.jpg, 455864/p6_FULL.jpg, 455864/p7_FULL.jpg"
MAQUETTE BATEAU : VINTAGE CLASSICS : GOLDEN HIND - Airfix,"Maquette de bateau en plastique à assembler modèle Golden Hind.
Échelle : 1/72.
Note : Peintures et colle non fournies.

Référence Airfix-A09258V
Marque Airfix
Code Article ART0000190375
Collection Airfix - Vintage Classics
Age recommandé + de 15 ans
Echelle 1:72
Matière Plastique
Dimension emballage 47 x 25 x 7 cm
Poids 730 g
Sécurité Attention ! Ne peut être utilisé par des enfants de moins de 15 ans",37€20,"355628/p1_FULL.jpg, 355628/p2_FULL.jpg"
MAQUETTE BATEAU : VAISSEAU AMIRAL NELSON - HMS VICTORY - Revell,"Maquette en plastique à assembler et à peindre : HMS Victory, Vaisseau Amiral Nelson. Nombre de pièces : 45. Niveau de difficulté : 3. Longueur de la maquette montée : 22.4 cm. Hauteur de la maquette montée : 15.1 cm. Échelle : 1/450. Peintures Revell suggérées : 09 (Gris anthracite mat), 15 (Jaune mat), 56 (Bleu mat), 88 (Ocre mat), 93 (Cuivre métal), 301 (Blanc satiné), 302 (Noir satiné), 314 (Beige satiné), 382 (Brun ocre satiné).

Référence Revell-05819
Marque Revell
Code Article ART0000131123
Age recommandé + de 10 ans
Echelle 1:450
Matière Plastique
Dimension emballage 32 x 19 x 4 cm
Poids 220 g
Sécurité Attention ! Ne peut être utilisé par des enfants de moins de 10 ans",10€46,139724/p1_FULL.jpg
MAQUETTE BATEAU : PINTA - Heller,"Peintures Humbrol : 33 60 63 98 103 Largeur : 24.00 cm Longueur : 30.00 cm Nombre de pièces : 113

Référence Heller-80816
Marque Heller
Code Article ART0000042903
Age recommandé + de 15 ans
Provenance France - Made in France
Echelle 1:75
Matière Plastique
Dimension emballage 37 x 26 x 8 cm
Poids 348 g
Sécurité Attention ! Ne peut être utilisé par des enfants de moins de 15 ans",24€79,45914/p1_FULL.jpg
MAQUETTE BATEAU : MODEL SET : GORCH FOCK - Revell,"Maquette Revell en plastique à assembler et à peindre.
Le voilier-école Gorch Fock est le navire de formation de la Marine allemande, mais il est aussi l'ambassadeur de la République Fédérale d'Allemagne dans les ports du monde entier. Le trois-mâts a pris la mer en 1958 et depuis, des générations d'officiers de marine y apprennent leur métier de marin.
Nombre de pièces : 75.
Contenu : 1 maquette, 1 pinceau, 1 colle, échantillons de peintures, décalcomanies.
Niveau de difficulté : 3/5.
Longueur : 26.5 cm.
Hauteur : 15.8 cm.
Échelle : 1/350.

Référence Revell-65432
Marque Revell
Code Article ART0000206706
Age recommandé + de 15 ans
Echelle 1:350
Matière Plastique
Dimension article 26,50 cm
Dimension emballage 31 x 32 x 5 cm
Poids 331 g
Sécurité Attention ! Ne peut être utilisé par des enfants de moins de 15 ans",24€29,"457614/p1_FULL.jpg, 457614/p2_FULL.jpg, 457614/p3_FULL.jpg, 457614/p4_FULL.jpg, 457614/p5_FULL.jpg"
MAQUETTE BATEAU : GORCH FOCK - Revell,"Maquette Revell en plastique à assembler et à peindre.
Le voilier-école Gorch Fock est le navire de formation de la Marine allemande, mais il est aussi l'ambassadeur de la République Fédérale d'Allemagne dans les ports du monde entier. Le trois-mâts a pris la mer en 1958 et depuis, des générations d'officiers de marine y apprennent leur métier de marin.
Nombre de pièces : 75.
Niveau de difficulté : 3/5.
Longueur : 26.5 cm.
Hauteur : 15.8 cm.
Échelle : 1/350.
Peintures et colle non fournies.

Référence Revell-05432
Marque Revell
Code Article ART0000205763
Age recommandé + de 15 ans
Echelle 1:350
Matière Plastique
Dimension article 26,50 cm
Dimension emballage 5 x 31 x 18 cm
Poids 220 g
Sécurité Attention ! Ne peut être utilisé par des enfants de moins de 15 ans",18€79,"454518/p1_FULL.jpg, 454518/p2_FULL.jpg, 454518/p3_FULL.jpg, 454518/p4_FULL.jpg, 454518/p5_FULL.jpg"
MAQUETTE BATEAU : HMS VICTORY - Revell,"Maquette en plastique HMS Victory : 1:450 Le HMS Victory est un navire de ligne de 1er rang britannique à trois-mâts voiles carrées. Il est principalement connu comme le vaisseau de l'amiral Nelson lors de la bataille de Trafalgar. Il connut une succession de victoires à la tête de la flotte britannique entre 1778 et 1812. Dimensions de la maquette : 22.4 cm x 15.1 cm Les peintures et la colle sont fournies.

Référence Revell-65819
Marque Revell
Code Article ART0000162453
Age recommandé + de 10 ans
Echelle 1:450
Matière Plastique
Dimension emballage 34 x 36 x 4 cm
Poids 390 g
Sécurité Attention ! Ne peut être utilisé par des enfants de moins de 10 ans",19€09,150094/p1_FULL.jpg
MAQUETTE BATEAU : THONIER ARMOR - Heller,"Hauteur : 23.5 cm. Largeur : 4.80 cm Longueur : 22.80 cm Nombre de pièces : 83

Référence Heller-80609
Marque Heller
Code Article ART0000054021
Age recommandé + de 15 ans
Provenance France - Made in France
Echelle 1:125
Matière Plastique
Dimension emballage 36 x 19 x 5 cm
Poids 186 g
Sécurité Attention ! Ne peut être utilisé par des enfants de moins de 15 ans",18€44,75770/p1_FULL.jpg
"MAQUETTES EN BOIS BATEAUX MINIATURES : NAVIRE, VOILIER, BATEAU, SOUS-MARIN - Ugears","Initiez vos enfants à la construction de maquettes en bois avec ce set de bateaux miniatures.
Ce lot de quatre puzzles 3D en bois est spécialement adapté pour nos tout petits à partir de 5 ans qui trépignent d'impatience de construire leurs propres modèles comme les grands.
Il est composé de 4 modèles mécaniques : un navire, un voilier, un bateau, un sous-marin. L'accompagnement d'un adulte est conseillé pour l'assemblage de ces maquettes faciles et solides. Le navire mesure une fois assemblé 1,8 x 4,5 x 7,2 cm, le voilier 2,2 x 5,1 x 6,6 cm, le bateau 2 x 4,6 x 6 cm et le sous-marin 1.8 x 4,9 x 7.8 cm.
Cet ensemble de bateaux miniatures est composé de 56 pièces dont 13 pour le navire, 14 pour le voilier, 12 pour le bateau et 17 pour le sous-marin. Elles sont exclusivement composées de matériaux en bois et sont à assembler soi-même sans utilisation de colle.
La durée d'assemblage est estimée à moins d'une heure pour les quatre.

Référence Ugears-8412063
Marque Ugears
Code Article ART0000196381
Age recommandé + de 5 ans
Matière Maquettes en Bois
Format 3D et 4D
Dimension emballage 9 x 12 x 1 cm
Poids 53 g
Sécurité Attention ! Ne peut être utilisé par des enfants de moins de 5 ans",8€19,"409613/p1_FULL.jpg, 409613/p2_FULL.jpg"
MAQUETTE BATEAU EN BOIS : BLACKBEARD - Mamoli,"Maquette en bois à monter du Blackbeard, de la marque Mamoli.
Ce que nous savons des exploits de Barbe-Noire, pirate cruel et tristement célèbre, est un mélange d'histoire, légende et fantaisie. Edward Teach, tel serait son vrai nom, aborda et pilla en peu de temps un nombre énorme de bateaux, ce qui lui valut la renommée de « Terreur des Caraïbes » : il paraît que tout se conclut en un laps de temps de vingt mois. C'était un personnage terrifiant et à sa seule vue ses victimes en restaient paralysées et ne pouvaient que se rendre.
Échelle : 1/57
Longueur de la maquette assemblée : 520 mm.
Hauteur de la maquette assemblée : 350 mm.
Note : L'outillage, la peinture et la colle ne sont pas fournis

Référence Mamoli-Z49MV82
Marque Mamoli
Code Article ART0000206739
Age recommandé + de 15 ans
Echelle 1:57
Matière Maquettes en Bois
Dimension emballage 26 x 44 x 6 cm
Poids 958 g
Sécurité Attention ! Ne peut être utilisé par des enfants de moins de 15 ans",251€99,"458012/p1_FULL.jpg, 458012/p2_FULL.jpg"
MAQUETTE BATEAU EN BOIS : HMS BOUNTY 1783 - Artesania,"Une grand maquette en bois à assembler du légendaire HMS Bounty ! Le H.M.S. Bounty est bien connu de tous grâce aux nombreux films et livres publiés. C'est un navire relativement simple : un bateau marchand avec gréement de frégate et aménagé pour des voyages d'exploration, pratique habituelle dans toutes les marines pendant les 18ème et 19ème siècles. Largeur : 35.50 cm Longueur : 98.00 cm Hauteur : 76.00 cm Cette réplique à l'échelle 1/48 du HMS Bounty vous permet de ne pas recouvrir totalement l´un des deux côtés de la coque, rendant ainsi visible l´intérieur du bateau !

Référence Artesania-22810
Marque Artesania
Code Article ART0000064530
Age recommandé + de 15 ans
Echelle 1:48
Matière Maquettes en Bois
Dimension article 98 x 35,50 x 76 cm
Dimension emballage 42 x 75 x 6 cm
Poids 4000 g
Sécurité Attention ! Ne peut être utilisé par des enfants de moins de 15 ans",349€99,"50282/p1.jpg, 50282/p2_FULL.jpg, 50282/p3_FULL.jpg, 50282/p4_FULL.jpg"
MAQUETTE BATEAU : PINTA - Heller,"Maquette à assembler et à peindre de la Pinta à l'échelle 1/75. La Pinta faisait partie de l'expédition qui groupait la Niña aux côtés de la Santa Maria lors du voyage qui devait selon Christophe Colomb, le conduire vers les Indes et au lieu de cela découvrit le nouveau monde (l'Amérique). Cette caravelle était commandée par Martin Alonzo Pinzon et avait l'avantage d'être la plus rapide des trois. Contenu du kit : - 1 maquette (113 pièces) - peintures principales - 1 pinceau - 1 colle - 1 plan de montage Dimensions de la maquette : 30 x 24 cm. Découvrez aussi la maquette de La Niña sous la référence Heller-56815 et de la Santa Maria sous la référence Heller-56865.

Référence Heller-56816
Marque Heller
Code Article ART0000181266
Age recommandé + de 15 ans
Provenance France - Made in France
Echelle 1:75
Matière Plastique
Dimension article 30 x 24 cm
Dimension emballage 25 x 37 x 8 cm
Poids 418 g
Sécurité Attention ! Ne peut être utilisé par des enfants de moins de 15 ans",31€49,"163822/p1_FULL.jpg, 163822/p2_FULL.jpg"
MAQUETTE BATEAU EN BOIS : SHENANDOAH - Corel,"Embarquez à bord du Shenandoah en construisant cette maquette en bois de chez Corel. 
“Custom cutter”, par ce terme on indiquait les embarcations employées aussi bien dans le transport rapide de marchandises précieuses ou périssables le long de la côte atlantique, que dans les opérations d’appui et de ravitaillement de la flotte principale.
Longueur de la maquette montée : 70 cm.
Largeur de la maquette montée : 11 cm.
Hauteur de la maquette montée : 59 cm.
Échelle : 1/50.

Référence Corel-SM37
Marque Corel
Code Article ART0000197273
Age recommandé + de 15 ans
Echelle 1:50
Matière Maquettes en Bois
Dimension article 70 x 11 x 59 cm
Dimension emballage 45 x 29 x 7 cm
Poids 1325 g
Sécurité Attention ! Ne peut être utilisé par des enfants de moins de 15 ans",167€99,415418/p1_FULL.jpg
MAQUETTE BATEAU : GALION ESPAGNOL - Heller,"Le galion est un navire de commerce destiné principalement aux échanges entre l'Europe et le ""Nouveau Monde"" du XVI au XVIIème siècle. Ce type de navire est aussi fortement armé et est capable de résister aux attaques de pirates. Il prit une dimension si importante que les marines britannique et néerlandaise s'en sont largement inspirés pour créer leurs navires de guerre. Il fut rendu obsolète au XVIIIème siècle face au navire de ligne, plus rapide, manoeuvrable et bien plus puissant. Liste des peintures Humbrol : 11 12 16 25 33 34 60 64 94 98 101 104. Largeur : 25.00 cm Longueur : 31.50 cm Nombre de pièces : 203

Référence Heller-80835
Marque Heller
Code Article ART0000042909
Age recommandé + de 15 ans
Provenance France - Made in France
Echelle 1:200
Matière Plastique
Dimension emballage 46 x 25 x 7 cm
Poids 472 g
Sécurité Attention ! Ne peut être utilisé par des enfants de moins de 15 ans",38€09,45916/p1_FULL.jpg
MAQUETTE BATEAU EN BOIS : KIT YACHT HOLLANDAIS - Amati,"Assemblez cette sublime maquette de bateau en bois dans une bouteille de la marque Amati reproduisant un Yacht hollandais de 1678.
En 1660, la ville d'Amsterdam offrit à Charles II, roi d'Angleterre, un yacht semblable à celui-ci, finement décoré. Le souverain en fut tellement ravi qu'il décida de créer des régates spécifiques pour ce type d'embarcation, dénommées """"yachting"""", terme toujours utilisé de nos jours.
Échelle : 1/300.
Notice en français incluse

Référence Amati-B1350
Marque Amati
Code Article ART0000191805
Age recommandé + de 15 ans
Echelle 1:300
Matière Maquettes en Bois
Dimension emballage 27 x 30 x 10 cm
Poids 590 g
Sécurité Attention ! Ne peut être utilisé par des enfants de moins de 15 ans",65€99,"372597/p1_FULL.jpg, 372597/p2_FULL.jpg, 372597/p3_FULL.jpg, 372597/p4_FULL.jpg"
MAQUETTE BATEAU EN BOIS : BERLIN - Corel,"Fan de maquettes et de navires ? Vous allez prendre du plaisir à donner vie à cette maquette en bois du Berlin. 
La frégate BERLIN fut l’une des premières embarcations de location que la Marine du Brandebourg mit à la disposition du Prince Electeur Frédéric Guillaume. Construite en Zeeland en 1674, le navire appartint à la flotte du Brandebourg jusqu’en 1688. Le modèle reproduit le navire dans ses moindres détails. Particulièrement la réalisation soignée des ornements de l’arrière, effectués en métal coulé et doré. La coque est à couples et bordé en baguettes de bois de qualité. La boîte présente une riche fourniture d’accessoires; le plan de construction comprend 4 grandes tables avec des vues en grandeur réelle, une ample brochure d’instructions pourvue de nombreux schémas illustratifs et de quelques photos du modèle.
Longueur de la maquette assemblée : 83 cm.
Largeur de la maquette assemblée : 33 cm. 
Hauteur de la maquette assemblée : 69 cm.
Échelle 1/40. 

Référence Corel-SM29
Marque Corel
Code Article ART0000197270
Age recommandé + de 15 ans
Echelle 1:40
Matière Maquettes en Bois
Dimension article 83 x 33 x 69 cm
Dimension emballage 30 x 29 x 11 cm
Poids 3873 g
Sécurité Attention ! Ne peut être utilisé par des enfants de moins de 15 ans",491€99,415409/p1_FULL.jpg
